"Age","Checking Account Status","Credit Amount","Credit History","Duration in month","Housing","Installment rate in % of disposable income","Job type","Number of dependents","Number of existing credits","Other installment plans","Personal Status","Present Employment since","Present residence since","Property","Purpose","Savings Account/Bonds","Telephone","CreditRatingGood?"
31,"no checking account",1546,"existing credits paid back duly till now",10,"own",3,"unskilled - resident",2,1,"none","male single","1 to 4 years",2,"real estate","new car","Less than 100 DM","none","true"
31,"no checking account",929,"existing credits paid back duly till now",24,"own",4,"skilled employee official",1,1,"stores","male single","4 to 7 years",2,"car or other not in attribute 6","furniture equipment","unknown no savings account","yes registered under the customers name","true"
42,"no checking account",1455,"critical account other credits existing (not at this bank)",4,"own",2,"unskilled - resident",2,3,"none","male single","4 to 7 years",1,"real estate","new car","Less than 100 DM","none","true"
46,"Less than 0 DM",1845,"existing credits paid back duly till now",15,"rent",4,"skilled employee official",1,1,"none","female divorced separated married","Less than 1 year",1,"building society savings agreement life insurance","furniture equipment","Less than 100 DM","none","true"
30,"0 to 200 DM",8358,"no credits taken all credits paid back duly",48,"own",1,"skilled employee official",1,2,"none","female divorced separated married","Less than 1 year",1,"car or other not in attribute 6","new car","500 to 1000 DM","none","true"
30,"Less than 0 DM",3349,"all credits at this bank paid back duly",24,"for free",4,"skilled employee official",2,1,"none","male single","Less than 1 year",4,"unknown / no property","furniture equipment","500 to 1000 DM","yes registered under the customers name","false"
38,"no checking account",2859,"existing credits paid back duly till now",12,"own",4,"management self-employed highly qualified employee officer",1,1,"none","male single","unemployed",4,"unknown / no property","new car","unknown no savings account","yes registered under the customers name","true"
43,"no checking account",1533,"existing credits paid back duly till now",18,"own",4,"unskilled - resident",2,1,"none","male married widowed","Less than 1 year",1,"building society savings agreement life insurance","furniture equipment","Less than 100 DM","none","false"
31,"no checking account",3621,"existing credits paid back duly till now",24,"own",2,"skilled employee official",1,2,"none","male single","Greater than 7 years",4,"car or other not in attribute 6","radio television","100 to 500 DM","none","false"
40,"0 to 200 DM",3590,"critical account other credits existing (not at this bank)",18,"own",3,"unemployed unskilled - non-resident",2,3,"none","male married widowed","unemployed",3,"car or other not in attribute 6","business","Less than 100 DM","yes registered under the customers name","true"
24,"Less than 0 DM",2145,"delay in paying off in the past",36,"own",2,"skilled employee official",1,2,"none","male single","4 to 7 years",1,"car or other not in attribute 6","business","Less than 100 DM","yes registered under the customers name","false"
28,"0 to 200 DM",4113,"existing credits paid back duly till now",24,"rent",3,"skilled employee official",1,1,"none","female divorced separated married","Less than 1 year",4,"car or other not in attribute 6","used car","500 to 1000 DM","none","false"
26,"no checking account",10974,"existing credits paid back duly till now",36,"own",4,"management self-employed highly qualified employee officer",1,2,"none","female divorced separated married","unemployed",2,"car or other not in attribute 6","furniture equipment","Less than 100 DM","yes registered under the customers name","false"
29,"Less than 0 DM",1893,"existing credits paid back duly till now",12,"own",4,"skilled employee official",1,1,"none","female divorced separated married","1 to 4 years",4,"building society savings agreement life insurance","new car","Less than 100 DM","yes registered under the customers name","true"
57,"Less than 0 DM",1231,"critical account other credits existing (not at this bank)",24,"rent",4,"management self-employed highly qualified employee officer",1,2,"none","female divorced separated married","Greater than 7 years",4,"building society savings agreement life insurance","radio television","Greater than 1000 DM","yes registered under the customers name","true"
49,"Greater than 200 DM",3656,"critical account other credits existing (not at this bank)",30,"own",4,"unskilled - resident",1,2,"stores","male single","Greater than 7 years",4,"building society savings agreement life insurance","radio television","unknown no savings account","none","true"
37,"0 to 200 DM",1154,"critical account other credits existing (not at this bank)",9,"own",2,"unskilled - resident",1,3,"none","male single","Greater than 7 years",4,"real estate","radio television","Less than 100 DM","none","true"
45,"Less than 0 DM",4006,"existing credits paid back duly till now",28,"own",3,"unskilled - resident",1,1,"none","male single","1 to 4 years",2,"car or other not in attribute 6","new car","Less than 100 DM","none","false"
30,"0 to 200 DM",3069,"existing credits paid back duly till now",24,"for free",4,"skilled employee official",1,1,"none","male single","Greater than 7 years",4,"unknown / no property","furniture equipment","100 to 500 DM","none","true"
30,"no checking account",1740,"critical account other credits existing (not at this bank)",6,"rent",2,"skilled employee official",1,2,"none","male married widowed","Greater than 7 years",2,"real estate","radio television","Less than 100 DM","none","true"
47,"0 to 200 DM",2353,"delay in paying off in the past",21,"own",1,"skilled employee official",1,2,"none","male divorced separated","1 to 4 years",4,"building society savings agreement life insurance","new car","Less than 100 DM","none","true"
29,"no checking account",3556,"existing credits paid back duly till now",15,"own",3,"skilled employee official",1,1,"none","male single","1 to 4 years",2,"unknown / no property","new car","unknown no savings account","none","true"
35,"no checking account",2397,"existing credits paid back duly till now",24,"own",3,"skilled employee official",1,2,"bank","male single","Greater than 7 years",2,"car or other not in attribute 6","radio television","500 to 1000 DM","yes registered under the customers name","false"
22,"0 to 200 DM",454,"existing credits paid back duly till now",6,"own",3,"unskilled - resident",1,1,"none","male married widowed","Less than 1 year",1,"building society savings agreement life insurance","repairs","Less than 100 DM","none","true"
26,"0 to 200 DM",1715,"existing credits paid back duly till now",30,"own",4,"skilled employee official",1,1,"none","female divorced separated married","1 to 4 years",1,"car or other not in attribute 6","radio television","unknown no savings account","none","true"
23,"0 to 200 DM",2520,"critical account other credits existing (not at this bank)",27,"own",4,"unskilled - resident",1,2,"none","male single","1 to 4 years",2,"building society savings agreement life insurance","radio television","500 to 1000 DM","none","false"
